,index,open_,high_,low_,close_,volume_
0,2022-12-27 12:13:00,2243472.0,2243686.0,2243472.0,2243647.0,0.2248763
1,2022-12-27 12:14:00,2243028.0,2243642.0,2243027.0,2243061.0,0.21972700000000003
2,2022-12-27 12:15:00,2242377.0,2242403.0,2242285.0,2242389.0,0.21850000000000003
3,2022-12-27 12:15:00,2242403.0,2242748.0,2242280.0,2242280.0,0.16394534000000002
4,2022-12-27 12:16:00,2242825.0,2243124.0,2242825.0,2243002.0,0.29269419
5,2022-12-27 12:18:00,2242693.0,2242693.0,2242693.0,2242693.0,0.02
6,2022-12-27 12:19:00,2242444.0,2242938.0,2242427.0,2242938.0,0.02
7,2022-12-27 12:19:00,2242444.0,2243289.0,2242427.0,2243289.0,0.049999999999999996
8,2022-12-27 12:21:00,2243135.0,2243135.0,2242260.0,2242260.0,0.08927035
9,2022-12-27 12:21:00,2243135.0,2243135.0,2242153.0,2242799.0,0.2203878
10,2022-12-27 12:23:00,2242525.0,2242525.0,2242525.0,2242525.0,0.0164
11,2022-12-27 12:23:00,2242540.0,2243174.0,2242159.0,2243174.0,0.13495353
12,2022-12-27 12:25:00,2243000.0,2243254.0,2242876.0,2242917.0,0.12088796
13,2022-12-27 12:26:00,2243203.0,2243260.0,2242897.0,2243260.0,0.10045552000000002
14,2022-12-27 12:27:00,2243192.0,2243319.0,2243192.0,2243319.0,0.06856802
15,2022-12-27 12:27:00,2243192.0,2243355.0,2243192.0,2243355.0,0.0733742
16,2022-12-27 12:28:00,2243294.0,2243295.0,2243173.0,2243180.0,0.12410626
17,2022-12-27 12:29:00,2243295.0,2243327.0,2242768.0,2242768.0,0.0633742
18,2022-12-27 12:31:00,2243208.0,2243208.0,2243208.0,2243208.0,0.01
19,2022-12-27 12:32:00,2242674.0,2242909.0,2242674.0,2242909.0,0.093
20,2022-12-27 12:33:00,2242683.0,2242858.0,2242594.0,2242594.0,0.22539824
21,2022-12-27 12:33:00,2242711.0,2242858.0,2242593.0,2242593.0,0.18043288999999996
22,2022-12-27 12:35:00,2242728.0,2242881.0,2242514.0,2242881.0,0.15516264
23,2022-12-27 12:36:00,2242650.0,2242700.0,2242439.0,2242439.0,0.46714406
24,2022-12-27 12:37:00,2242602.0,2242904.0,2242371.0,2242371.0,0.7307546500000001
25,2022-12-27 12:38:00,2242386.0,2242638.0,2241887.0,2241887.0,0.6028669400000001
26,2022-12-27 12:39:00,2242580.0,2242590.0,2242067.0,2242067.0,0.42300000000000004
27,2022-12-27 12:40:00,2242136.0,2242136.0,2242136.0,2242136.0,0.01
28,2022-12-27 12:41:00,2242621.0,2242917.0,2242621.0,2242917.0,0.05
29,2022-12-27 12:42:00,2243205.0,2243327.0,2242759.0,2243327.0,0.11344549999999999
30,2022-12-27 12:43:00,2243713.0,2243864.0,2243230.0,2243280.0,0.64662187
31,2022-12-27 12:44:00,2243434.0,2243460.0,2243175.0,2243340.0,0.9500000000000001
32,2022-12-27 12:45:00,2243419.0,2243419.0,2243419.0,2243419.0,0.0043276
33,2022-12-27 12:46:00,2243985.0,2244000.0,2243796.0,2243796.0,0.30345001000000005
34,2022-12-27 12:47:00,2243966.0,2244000.0,2243966.0,2244000.0,0.15000000000000002
35,2022-12-27 12:48:00,2244113.0,2244372.0,2244113.0,2244372.0,0.07177352000000001
36,2022-12-27 12:49:00,2244486.0,2244645.0,2244486.0,2244574.0,0.08
37,2022-12-27 12:50:00,2244883.0,2245000.0,2244383.0,2244832.0,0.09992355000000001
38,2022-12-27 12:51:00,2244575.0,2245147.0,2244569.0,2245147.0,0.0646852
39,2022-12-27 12:52:00,2245267.0,2245267.0,2244341.0,2244341.0,0.23041844
40,2022-12-27 12:53:00,2244800.0,2244962.0,2244800.0,2244962.0,0.09999999999999999
41,2022-12-27 12:54:00,2244533.0,2244966.0,2244064.0,2244966.0,0.22000000000000003
42,2022-12-27 12:55:00,2243524.0,2244133.0,2243336.0,2243336.0,0.27977
43,2022-12-27 12:56:00,2243499.0,2243864.0,2243336.0,2243606.0,0.15555198
44,2022-12-27 12:57:00,2243152.0,2243306.0,2243101.0,2243306.0,0.37399884000000005
45,2022-12-27 12:58:00,2243282.0,2243327.0,2243282.0,2243327.0,0.04317026
46,2022-12-27 12:59:00,2243103.0,2243103.0,2243102.0,2243102.0,0.0334
47,2022-12-27 12:59:00,2244000.0,2244543.0,2244000.0,2244543.0,0.19150001000000003
48,2022-12-27 13:00:00,2244392.0,2244392.0,2244365.0,2244365.0,0.10119194
49,2022-12-27 13:02:00,2244568.0,2244568.0,2243497.0,2243619.0,0.1433
50,2022-12-27 13:03:00,2243968.0,2244297.0,2243968.0,2244297.0,0.071514
51,2022-12-27 13:04:00,2244520.0,2244583.0,2244368.0,2244392.0,0.28062600000000004
52,2022-12-27 13:05:00,2244574.0,2244772.0,2244492.0,2244772.0,0.37493301
53,2022-12-27 13:06:00,2244875.0,2244996.0,2244542.0,2244542.0,0.9300662399999999
54,2022-12-27 13:07:00,2244049.0,2244100.0,2244048.0,2244100.0,0.15000000000000002
55,2022-12-27 13:07:00,2244049.0,2244100.0,2244027.0,2244027.0,0.248
56,2022-12-27 13:09:00,2243764.0,2244213.0,2243764.0,2243764.0,0.02005063
57,2022-12-27 13:09:00,2243764.0,2244213.0,2243598.0,2244069.0,0.09336673999999999
58,2022-12-27 13:11:00,2244418.0,2244589.0,2244134.0,2244134.0,0.09999999999999999
59,2022-12-27 13:12:00,2244527.0,2244532.0,2244496.0,2244532.0,0.5868
60,2022-12-27 13:13:00,2244025.0,2244437.0,2243935.0,2243935.0,0.29119615
61,2022-12-27 13:14:00,2244066.0,2244551.0,2243947.0,2243977.0,0.2695787
62,2022-12-27 13:15:00,2244342.0,2244623.0,2244161.0,2244623.0,0.26
63,2022-12-27 13:16:00,2244790.0,2244825.0,2244790.0,2244825.0,0.13218000000000002
64,2022-12-27 13:17:00,2244432.0,2244432.0,2244389.0,2244389.0,0.00668296
65,2022-12-27 13:18:00,2244274.0,2244313.0,2243573.0,2243573.0,0.26732270999999996
66,2022-12-27 13:18:00,2244366.0,2244366.0,2243468.0,2243468.0,0.388
67,2022-12-27 13:20:00,2243109.0,2243544.0,2243109.0,2243519.0,0.0634543
68,2022-12-27 13:20:00,2243109.0,2243544.0,2243109.0,2243529.0,0.1762543
69,2022-12-27 13:22:00,2243543.0,2243543.0,2243543.0,2243543.0,0.009
70,2022-12-27 13:22:00,2243543.0,2243544.0,2243409.0,2243409.0,0.053599999999999995
71,2022-12-27 13:22:00,2243543.0,2243544.0,2243409.0,2243544.0,0.055330899999999995
72,2022-12-27 13:25:00,2243753.0,2243753.0,2243391.0,2243753.0,0.03086539
73,2022-12-27 13:26:00,2243772.0,2243787.0,2243772.0,2243772.0,0.0377884
74,2022-12-27 13:26:00,2243772.0,2244008.0,2243772.0,2244008.0,0.19645163
75,2022-12-27 13:27:00,2244008.0,2244008.0,2244008.0,2244008.0,0.0010556
76,2022-12-27 13:27:00,2244008.0,2244008.0,2244008.0,2244008.0,0.0010556
77,2022-12-27 13:30:00,2244159.0,2244257.0,2244159.0,2244257.0,0.5481
78,2022-12-27 13:31:00,2244215.0,2244475.0,2244215.0,2244475.0,0.3
79,2022-12-27 13:32:00,2244086.0,2244350.0,2244086.0,2244192.0,0.16496
80,2022-12-27 13:33:00,2244894.0,2244894.0,2244832.0,2244833.0,0.015784600000000003
81,2022-12-27 13:33:00,2244894.0,2244894.0,2244832.0,2244833.0,0.015784600000000003
82,2022-12-27 13:35:00,2245159.0,2245159.0,2245159.0,2245159.0,0.00021621
83,2022-12-27 13:35:00,2245159.0,2245159.0,2244800.0,2244800.0,0.020216210000000002
84,2022-12-27 13:37:00,2245111.0,2245111.0,2245111.0,2245111.0,0.0021622
85,2022-12-27 13:37:00,2245111.0,2245111.0,2244685.0,2245055.0,0.052155019999999996
86,2022-12-27 13:39:00,2245064.0,2245064.0,2245064.0,2245064.0,0.2
87,2022-12-27 13:40:00,2244680.0,2244753.0,2244170.0,2244753.0,0.06270731
88,2022-12-27 13:40:00,2244844.0,2245158.0,2244844.0,2244874.0,0.44642055999999997
89,2022-12-27 13:42:00,2245103.0,2245159.0,2244517.0,2244517.0,0.12
90,2022-12-27 13:43:00,2244551.0,2245131.0,2244483.0,2245131.0,0.21591
91,2022-12-27 13:44:00,2244705.0,2245159.0,2244677.0,2244677.0,0.11979999999999999
92,2022-12-27 13:45:00,2244170.0,2244257.0,2243747.0,2243747.0,0.16781896999999998
93,2022-12-27 13:46:00,2244425.0,2244483.0,2244079.0,2244483.0,0.25548121
94,2022-12-27 13:47:00,2244080.0,2244227.0,2244000.0,2244000.0,0.1486783
95,2022-12-27 13:48:00,2243986.0,2243986.0,2243905.0,2243986.0,0.24019230000000003
96,2022-12-27 13:49:00,2244879.0,2244879.0,2244629.0,2244629.0,0.25285
97,2022-12-27 13:50:00,2244850.0,2244850.0,2244850.0,2244850.0,0.2
98,2022-12-27 13:51:00,2244837.0,2245008.0,2244837.0,2244897.0,0.799
99,2022-12-27 13:52:00,2245091.0,2245091.0,2245091.0,2245091.0,0.006
100,2022-12-27 13:52:00,2244699.0,2244714.0,2244609.0,2244609.0,0.10832
101,2022-12-27 13:54:00,2244971.0,2244971.0,2244971.0,2244971.0,0.06168
102,2022-12-27 13:55:00,2244961.0,2245159.0,2244961.0,2245159.0,0.18910587
103,2022-12-27 13:56:00,2245159.0,2245678.0,2245159.0,2245678.0,0.24942699
104,2022-12-27 13:56:00,2245649.0,2245989.0,2245563.0,2245989.0,0.17430071000000003
105,2022-12-27 13:58:00,2245809.0,2245840.0,2245809.0,2245840.0,0.04
106,2022-12-27 13:59:00,2245819.0,2245819.0,2245723.0,2245723.0,0.06667842
107,2022-12-27 14:00:00,2246173.0,2246800.0,2246158.0,2246488.0,1.0406104399999998
108,2022-12-27 14:01:00,2246367.0,2246391.0,2246078.0,2246391.0,0.31604334
109,2022-12-27 14:01:00,2246097.0,2246499.0,2246078.0,2246380.0,0.45190768
110,2022-12-27 14:03:00,2245954.0,2246090.0,2245954.0,2246090.0,0.30000000000000004
111,2022-12-27 14:03:00,2245954.0,2246098.0,2245792.0,2246098.0,0.44000000000000006
112,2022-12-27 14:04:00,2246118.0,2246118.0,2246117.0,2246118.0,0.25
113,2022-12-27 14:06:00,2246000.0,2246113.0,2246000.0,2246113.0,0.14800000000000002
114,2022-12-27 14:07:00,2246143.0,2246384.0,2246143.0,2246309.0,0.25
115,2022-12-27 14:08:00,2246587.0,2246587.0,2246140.0,2246140.0,0.2125
116,2022-12-27 14:09:00,2246341.0,2246380.0,2246221.0,2246221.0,0.4505
117,2022-12-27 14:10:00,2247500.0,2247642.0,2246543.0,2247582.0,1.83416164
118,2022-12-27 14:11:00,2247324.0,2247353.0,2247324.0,2247353.0,0.13999999999999999
119,2022-12-27 14:12:00,2246775.0,2247356.0,2246775.0,2247356.0,0.16043390000000002
120,2022-12-27 14:13:00,2246794.0,2246794.0,2246741.0,2246741.0,0.1
121,2022-12-27 14:14:00,2246707.0,2247130.0,2246707.0,2247130.0,0.11889999999999999
122,2022-12-27 14:15:00,2246735.0,2246735.0,2246251.0,2246728.0,0.21927487000000007
123,2022-12-27 14:16:00,2246366.0,2246623.0,2246366.0,2246623.0,0.38980000000000004
124,2022-12-27 14:17:00,2245844.0,2245870.0,2245844.0,2245864.0,0.18166
125,2022-12-27 14:18:00,2246000.0,2246000.0,2246000.0,2246000.0,0.02
126,2022-12-27 14:19:00,2246000.0,2246000.0,2245702.0,2246000.0,0.0799
127,2022-12-27 14:20:00,2246201.0,2246201.0,2246201.0,2246201.0,0.05
128,2022-12-27 14:21:00,2245887.0,2245887.0,2245782.0,2245782.0,0.03929
129,2022-12-27 14:21:00,2245887.0,2245887.0,2245782.0,2245782.0,0.03929
130,2022-12-27 14:21:00,2245887.0,2245887.0,2245782.0,2245782.0,0.03929
131,2022-12-27 14:21:00,2245887.0,2245887.0,2245782.0,2245782.0,0.03929
132,2022-12-27 14:25:00,2245675.0,2245762.0,2245347.0,2245347.0,0.33591789
133,2022-12-27 14:26:00,2245000.0,2245486.0,2245000.0,2245486.0,0.38754064
134,2022-12-27 14:27:00,2245508.0,2245669.0,2245508.0,2245650.0,0.48525000000000007
135,2022-12-27 14:28:00,2245811.0,2245811.0,2245208.0,2245742.0,0.25798
136,2022-12-27 14:29:00,2245666.0,2245666.0,2245320.0,2245320.0,0.13721
137,2022-12-27 14:29:00,2245666.0,2245707.0,2245075.0,2245075.0,0.23555881999999997
