,index,open_,high_,low_,close_,volume_
0,2022-12-30 15:47:00,2204059.0,2204065.0,2203624.0,2203689.0,0.0842643
1,2022-12-30 15:48:00,2203624.0,2204011.0,2203608.0,2203671.0,0.0697468
2,2022-12-30 15:49:00,2203714.0,2204136.0,2203714.0,2203742.0,0.55
3,2022-12-30 15:50:00,2204313.0,2204465.0,2203853.0,2204465.0,0.33120000000000005
4,2022-12-30 15:51:00,2203914.0,2203914.0,2203902.0,2203902.0,0.9079740400000001
5,2022-12-30 15:52:00,2203608.0,2204062.0,2203608.0,2203623.0,0.25904456
6,2022-12-30 15:53:00,2203608.0,2204013.0,2203608.0,2203608.0,0.128521
7,2022-12-30 15:54:00,2203426.0,2203426.0,2202940.0,2203022.0,0.44093412
8,2022-12-30 15:55:00,2203462.0,2203489.0,2203238.0,2203239.0,0.11899413000000002
9,2022-12-30 15:56:00,2203332.0,2203332.0,2203265.0,2203265.0,0.16598089
10,2022-12-30 15:57:00,2203239.0,2203241.0,2203238.0,2203238.0,1.2799220699999998
11,2022-12-30 15:58:00,2203719.0,2203719.0,2203719.0,2203719.0,0.57648407
12,2022-12-30 15:59:00,2203448.0,2203460.0,2203448.0,2203460.0,0.9025210700000001
13,2022-12-30 16:00:00,2203310.0,2203310.0,2202940.0,2202940.0,0.6088
14,2022-12-30 16:01:00,2203620.0,2203726.0,2203605.0,2203621.0,0.26524313
15,2022-12-30 16:02:00,2203621.0,2203735.0,2203621.0,2203735.0,0.10599999999999998
16,2022-12-30 16:03:00,2203776.0,2203791.0,2203748.0,2203748.0,1.12605217
17,2022-12-30 16:04:00,2203768.0,2203768.0,2203748.0,2203748.0,0.5700000000000001
18,2022-12-30 16:05:00,2203822.0,2203822.0,2203743.0,2203743.0,0.09
19,2022-12-30 16:06:00,2204246.0,2204303.0,2203778.0,2203778.0,0.15100000000000002
20,2022-12-30 16:07:00,2203783.0,2203783.0,2203728.0,2203728.0,1.2152
21,2022-12-30 16:08:00,2203728.0,2203728.0,2203681.0,2203681.0,1.10894574
22,2022-12-30 16:09:00,2203681.0,2203980.0,2203681.0,2203910.0,0.12409999999999999
23,2022-12-30 16:10:00,2203661.0,2203732.0,2203621.0,2203621.0,0.336
24,2022-12-30 16:11:00,2203621.0,2203751.0,2203621.0,2203640.0,0.133
25,2022-12-30 16:12:00,2203857.0,2203857.0,2203857.0,2203857.0,0.006
26,2022-12-30 16:13:00,2204107.0,2204107.0,2203859.0,2203859.0,0.26928160000000007
27,2022-12-30 16:14:00,2203621.0,2204237.0,2203621.0,2204237.0,0.35225657000000005
28,2022-12-30 16:15:00,2203554.0,2203761.0,2203550.0,2203761.0,0.21854424
29,2022-12-30 16:16:00,2203019.0,2203460.0,2203003.0,2203048.0,0.17756246999999997
30,2022-12-30 16:17:00,2203427.0,2203475.0,2203003.0,2203028.0,0.52196224
31,2022-12-30 16:18:00,2202697.0,2202713.0,2202697.0,2202697.0,1.0586000000000002
32,2022-12-30 16:19:00,2202809.0,2202809.0,2202262.0,2202293.0,0.109993
33,2022-12-30 16:20:00,2202293.0,2202713.0,2202081.0,2202142.0,0.26670025
34,2022-12-30 16:21:00,2202933.0,2202948.0,2202595.0,2202948.0,0.079998
35,2022-12-30 16:22:00,2202994.0,2203239.0,2202994.0,2203055.0,1.17204165
36,2022-12-30 16:23:00,2203010.0,2203026.0,2203010.0,2203010.0,0.41864088
37,2022-12-30 16:24:00,2198688.0,2199203.0,2198201.0,2198201.0,0.281
38,2022-12-30 16:25:00,2195538.0,2195538.0,2195538.0,2195538.0,0.34900000000000003
39,2022-12-30 16:26:00,2194091.0,2194746.0,2194091.0,2194746.0,0.12331266
40,2022-12-30 16:27:00,2193240.0,2193462.0,2192809.0,2193074.0,0.25008152
41,2022-12-30 16:28:00,2194133.0,2194205.0,2193178.0,2193178.0,0.6286305600000001
42,2022-12-30 16:29:00,2195086.0,2195213.0,2195086.0,2195213.0,0.17640488
43,2022-12-30 16:30:00,2195400.0,2195595.0,2195166.0,2195595.0,0.15446897
44,2022-12-30 16:31:00,2195627.0,2195634.0,2195181.0,2195181.0,1.00096432
45,2022-12-30 16:32:00,2196070.0,2196071.0,2195964.0,2195964.0,0.14197266
46,2022-12-30 16:33:00,2199000.0,2199100.0,2197559.0,2198543.0,0.42040000000000005
47,2022-12-30 16:34:00,2198322.0,2199220.0,2198296.0,2198296.0,0.2956593
48,2022-12-30 16:35:00,2198694.0,2198954.0,2198693.0,2198693.0,0.6766135600000001
49,2022-12-30 16:36:00,2198000.0,2199090.0,2198000.0,2198587.0,0.9974288099999999
50,2022-12-30 16:37:00,2198020.0,2198606.0,2197867.0,2198606.0,0.443834
51,2022-12-30 16:38:00,2198354.0,2198418.0,2197981.0,2197981.0,0.15299590000000002
52,2022-12-30 16:39:00,2199964.0,2200473.0,2199886.0,2200473.0,0.6588469800000001
53,2022-12-30 16:40:00,2199061.0,2199098.0,2198911.0,2199059.0,0.17134686000000002
54,2022-12-30 16:41:00,2198696.0,2198785.0,2198696.0,2198776.0,0.45875357
55,2022-12-30 16:42:00,2198696.0,2198697.0,2198696.0,2198697.0,0.3878992
56,2022-12-30 16:43:00,2197776.0,2198233.0,2197741.0,2197951.0,0.51870551
57,2022-12-30 16:44:00,2197919.0,2197919.0,2197472.0,2197472.0,1.1304695
58,2022-12-30 16:45:00,2198119.0,2198400.0,2198119.0,2198400.0,2.69648718
59,2022-12-30 16:46:00,2198890.0,2199075.0,2198663.0,2198663.0,0.37479
60,2022-12-30 16:47:00,2198400.0,2198883.0,2198400.0,2198400.0,0.2331038
61,2022-12-30 16:48:00,2198401.0,2198473.0,2198401.0,2198473.0,0.48640657
62,2022-12-30 16:49:00,2197745.0,2197745.0,2197472.0,2197472.0,0.51186942
63,2022-12-30 16:50:00,2198511.0,2198600.0,2198511.0,2198511.0,1.64504332
64,2022-12-30 16:51:00,2198511.0,2198622.0,2198511.0,2198511.0,1.0331917800000001
65,2022-12-30 16:52:00,2198658.0,2198658.0,2198483.0,2198483.0,0.36405481
66,2022-12-30 16:53:00,2198483.0,2198483.0,2198483.0,2198483.0,0.19881783
67,2022-12-30 16:54:00,2199077.0,2199100.0,2198683.0,2198779.0,0.11974234
