,index,open_,high_,low_,close_,volume_
0,2022-12-28 15:46:00,2230410.0,2230410.0,2230410.0,2230410.0,0.01
1,2022-12-28 15:46:00,2230391.0,2230391.0,2230333.0,2230333.0,0.36903327
2,2022-12-28 15:48:00,2230316.0,2230604.0,2230299.0,2230604.0,0.0524341
3,2022-12-28 15:49:00,2230219.0,2230219.0,2230115.0,2230115.0,0.09673
4,2022-12-28 15:50:00,2230337.0,2230337.0,2230337.0,2230337.0,0.024
5,2022-12-28 15:51:00,2230847.0,2230847.0,2230847.0,2230847.0,0.008
6,2022-12-28 15:52:00,2230573.0,2230944.0,2230573.0,2230944.0,0.03
7,2022-12-28 15:52:00,2230379.0,2230788.0,2230379.0,2230788.0,0.15844449
8,2022-12-28 15:54:00,2231227.0,2231227.0,2231227.0,2231227.0,0.06283
9,2022-12-28 15:54:00,2231147.0,2231147.0,2230349.0,2230536.0,0.21688000000000002
10,2022-12-28 15:56:00,2230456.0,2230456.0,2230456.0,2230456.0,0.01
11,2022-12-28 15:56:00,2230458.0,2230836.0,2230314.0,2230594.0,1.0609999999999997
12,2022-12-28 15:57:00,2231016.0,2231062.0,2230251.0,2230515.0,0.43895
13,2022-12-28 15:58:00,2231017.0,2231017.0,2230985.0,2230986.0,0.030000000000000002
14,2022-12-28 16:00:00,2231120.0,2231532.0,2231120.0,2231532.0,0.02327817
15,2022-12-28 16:01:00,2231000.0,2231000.0,2231000.0,2231000.0,0.00896458
16,2022-12-28 16:01:00,2231000.0,2231000.0,2230606.0,2230606.0,0.03168641
17,2022-12-28 16:03:00,2231297.0,2231297.0,2231297.0,2231297.0,0.01
18,2022-12-28 16:03:00,2232058.0,2232289.0,2231843.0,2232034.0,0.30378257000000003
19,2022-12-28 16:05:00,2232381.0,2232381.0,2232381.0,2232381.0,0.02
20,2022-12-28 16:06:00,2231258.0,2231258.0,2231258.0,2231258.0,0.01
21,2022-12-28 16:07:00,2231955.0,2232128.0,2231955.0,2232113.0,0.8028700000000001
22,2022-12-28 16:07:00,2232295.0,2232500.0,2232103.0,2232103.0,3.07418119
23,2022-12-28 16:08:00,2232349.0,2232381.0,2232106.0,2232106.0,0.11356
